id_product;id_supplier;id_manufacturer;id_category_default;id_shop_default;id_tax_rules_group;on_sale;online_only;ean13;isbn;upc;mpn;ecotax;quantity;minimal_quantity;low_stock_threshold;low_stock_alert;price;wholesale_price;unity;unit_price;unit_price_ratio;additional_shipping_cost;reference;supplier_reference;location;width;height;depth;weight;out_of_stock;additional_delivery_times;quantity_discount;customizable;uploadable_files;text_fields;active;redirect_type;id_type_redirected;available_for_order;available_date;show_condition;condition;show_price;indexed;visibility;cache_is_pack;cache_has_attachments;is_virtual;cache_default_attribute;date_add;date_upd;advanced_stock_management;pack_stock_type;state;product_type;id_shop;id_lang;description;description_short;link_rewrite;meta_description;meta_keywords;meta_title;name;available_now;available_later;delivery_in_stock;delivery_out_stock
3735;0;168;218;1;0;0;0;;;;;0.000000;0;1;;0;3299.000000;0.000000;;0.000000;0.000000;0.000000;FX-89WE2;;;0.000000;0.000000;0.000000;0.000000;2;1;0;0;0;0;1;default;0;1;;0;new;1;1;both;0;0;0;;"2023-07-21 11:41:42";"2026-03-05 10:49:09";0;3;1;standard;1;1;"<h2 style=""text-align:left;""><span style=""text-decoration:underline;color:#f5a623;""><span style=""text-decoration:underline;""><strong>SPECIFICATIONS</strong></span></span></h2>
<h2 class=""MsoNormal"" style=""margin-bottom:.0001pt;line-height:normal;text-align:left;""></h2>
<table class=""table table-striped"" style=""height:265px;float:left;"" width=""1268""><tbody><tr style=""text-align:justify;""><td>Taille d'écran<span style=""white-space:pre;""> </span></td>
<td style=""width:50%;"">
<p>89""</p>
</td>
</tr><tr style=""text-align:justify;""><td>Format</td>
<td style=""width:50%;""><span style=""color:#000000;"">16:10 </span></td>
</tr><tr style=""text-align:justify;""><td>Taille d'écran effective en mm<span style=""white-space:pre;""> </span></td>
<td style=""width:50%;"">
<p>77,25 (L) x 48,25 (H)</p>
</td>
</tr><tr style=""text-align:justify;""><td>Interface</td>
<td style=""width:50%;"">
<p>USB 1.1, USB 2.0</p>
</td>
</tr><tr style=""text-align:justify;""><td>Systèmes d'exploitation pris en Charge</td>
<td style=""width:50%;""><span style=""color:#000000;""><span style=""background-color:#fafbfc;""> </span>Windows, MAC et Linux</span></td>
</tr><tr style=""text-align:justify;""><td><span style=""color:#000000;"">Poids net</span></td>
<td style=""width:50%;"">
<p><span style=""color:#000000;"">24 kg</span></p>
</td>
</tr><tr style=""text-align:justify;""><td>Garantie</td>
<td style=""width:50%;"">1 an</td>
</tr></tbody></table><p style=""text-align:left;""></p>";"<p><strong>Tableau Blanc Interactif </strong><b>StarBoard FX-89WE2</b></p>
<p>- Ecran: <span style=""color:#2445a2;""><strong>89"" Tactile multi-touch</strong></span><br />- Format: <span style=""color:#ff6600;""><strong>16:10</strong></span><br />- Taille d'écran effective en Po:<span style=""color:#2445a2;""><b>1962 (W) x 1225 (H)</b></span><br />- Système de détection d'ombrage de <span style=""color:#d0121a;""><strong>rayon infrarouge</strong></span><br />- Profondeur de couleur d'affichage:<span style=""color:#2445a2;""><strong> 32 bits ou plus</strong></span><br />- Interface: <span style=""color:#ff6600;""><strong>USB 1.1, USB 2.0</strong></span><br />- Matériau de surface:<span style=""color:#2445a2;""><strong> Polyester haute densité (noyau), acier (surface)</strong></span><br />- Systèmes d'exploitation pris en Charge: <span><strong>Windows, MAC, Linux</strong></span><br />- Poids Net:<span style=""color:#2445a2;""><strong> 24 kg<br /></strong></span><strong style=""color:rgb(36,69,162);"">-</strong><span style=""color:#000000;"">Garantie</span><strong style=""color:rgb(36,69,162);""><span style=""color:#000000;"">:</span></strong><span style=""color:rgb(36,69,162);""> </span><span style=""color:#000000;""><strong>1an</strong></span></p>";tableau-blanc-interactif-hitachi-starboard-fx-89we-89-tunisie;"Tableau Blanc Interactif Hitachi STARBOARD FX-89WE 89''-Tunisie-Sousse au meilleur prix en Tunisie chez mediavision.tn ✓ Commandez en ligne ✓ Livraison à domicile rapide ✓Payez à la livraison";;"Tableau Blanc Interactif Hitachi STARBOARD FX-89WE 89''-Tunisie-Sousse";"Tableau Blanc Interactif Hitachi STARBOARD FX-89WE 89''";;;;
